name,topo_gen,connections_json,placement_json,beat_count,beat_bytes,num_transactions,num_read_transactions,tg_mode,bandwidth_MBps,data_width_bits,endpoint_data_width_bits,noc_clk_mhz,sim_mode,buffers_per_data_vc,buffers_per_ctrl_vc,record_mode,hotspot_mode,hotspot_occ_gap_cycles,abs_max_tick,vivado_sim_runtime,max_outstanding_writes,vivado_wave_csv,vivado_wave_nps,vivado_wave_signals,vivado_wave_start,vivado_wave_end,vivado_wave_step,vivado_wave_max_objects,param.tg_0.gap_distribution,param.tg_0.min_gap_cycles,param.tg_0.max_gap_cycles,param.tg_0.seed,param.tg_1.gap_distribution,param.tg_1.min_gap_cycles,param.tg_1.max_gap_cycles,param.tg_1.seed,param.tg_2.gap_distribution,param.tg_2.min_gap_cycles,param.tg_2.max_gap_cycles,param.tg_2.seed,param.tg_3.gap_distribution,param.tg_3.min_gap_cycles,param.tg_3.max_gap_cycles,param.tg_3.seed
size512_tx1_staggered_nmu_order_probe,vivado,topology_jsons/multi_endpoint/4nmu_to_1nsu_incast_aximm.conn.json,topology_jsons/multi_endpoint/4nmu_to_1nsu_incast_spread.place.json,7,64,1,1,rw_interleaved,800,512,512,1000,rtl,4,1,0,off,200,1000000000,1ms,16,1,S00_AXI|S01_AXI|S02_AXI|S03_AXI|S00_AXI_nmu|S01_AXI_nmu|S02_AXI_nmu|S03_AXI_nmu|M00_AXI|M00_AXI_nsu,IF_NOC_NPP_OUT_NOC_VALID|IF_NOC_NPP_OUT_NOC_FLIT|IF_NOC_NPP_IN_NOC_VALID|IF_NOC_NPP_IN_NOC_FLIT|IF_NOC_AXI_ARVALID|IF_NOC_AXI_ARREADY|IF_NOC_AXI_ARADDR|arvalid|arready|araddr,1500ns,2300ns,1ns,2048,FIXED,0,0,100,FIXED,0,0,101,FIXED,0,0,102,FIXED,0,0,103
