tick,cycle,router_id,nocname,nps_type,queue_kind,inport,vc,depth
2791000,2791,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2791000,2791,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2791000,2791,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2792000,2792,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2792000,2792,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2792000,2792,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2792000,2792,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2793000,2793,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2793000,2793,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2793000,2793,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2793000,2793,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2794000,2794,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2794000,2794,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2794000,2794,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2794000,2794,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2795000,2795,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2795000,2795,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2795000,2795,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2795000,2795,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2796000,2796,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2796000,2796,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2796000,2796,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2796000,2796,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2797000,2797,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2797000,2797,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2797000,2797,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2797000,2797,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2798000,2798,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2798000,2798,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2798000,2798,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2798000,2798,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2799000,2799,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2799000,2799,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2799000,2799,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2799000,2799,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2800000,2800,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2800000,2800,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2800000,2800,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2800000,2800,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2801000,2801,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2801000,2801,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2801000,2801,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2801000,2801,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2802000,2802,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2802000,2802,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2802000,2802,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2802000,2802,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2803000,2803,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2803000,2803,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2803000,2803,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2803000,2803,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2804000,2804,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2804000,2804,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2804000,2804,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2804000,2804,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2805000,2805,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2805000,2805,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2805000,2805,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2805000,2805,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2806000,2806,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2806000,2806,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2806000,2806,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2806000,2806,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2807000,2807,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2807000,2807,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2807000,2807,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2807000,2807,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2808000,2808,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2808000,2808,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2808000,2808,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2808000,2808,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2809000,2809,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2809000,2809,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2809000,2809,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2809000,2809,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2810000,2810,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2810000,2810,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2810000,2810,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2810000,2810,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2811000,2811,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2811000,2811,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2811000,2811,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2811000,2811,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2812000,2812,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2812000,2812,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2812000,2812,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2812000,2812,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2813000,2813,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2813000,2813,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2813000,2813,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2813000,2813,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2814000,2814,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2814000,2814,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2814000,2814,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2814000,2814,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2815000,2815,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2815000,2815,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2815000,2815,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2815000,2815,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2816000,2816,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2816000,2816,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2816000,2816,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2816000,2816,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2817000,2817,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2817000,2817,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2817000,2817,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2817000,2817,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2818000,2818,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2818000,2818,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2818000,2818,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2818000,2818,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2819000,2819,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2819000,2819,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2819000,2819,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2819000,2819,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2820000,2820,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2820000,2820,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2820000,2820,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2820000,2820,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2821000,2821,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2821000,2821,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2821000,2821,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2821000,2821,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2822000,2822,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2822000,2822,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2822000,2822,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2822000,2822,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2823000,2823,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2823000,2823,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2823000,2823,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2823000,2823,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2824000,2824,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2824000,2824,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2824000,2824,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2824000,2824,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2825000,2825,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2825000,2825,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2825000,2825,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2825000,2825,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2826000,2826,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2826000,2826,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2826000,2826,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2826000,2826,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2827000,2827,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2827000,2827,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2827000,2827,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2828000,2828,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2828000,2828,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2828000,2828,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2829000,2829,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2829000,2829,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2829000,2829,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2830000,2830,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2830000,2830,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2830000,2830,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2831000,2831,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2831000,2831,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2831000,2831,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2831000,2831,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2832000,2832,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2832000,2832,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2832000,2832,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2832000,2832,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2833000,2833,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2833000,2833,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2833000,2833,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2833000,2833,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2834000,2834,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2834000,2834,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2834000,2834,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2834000,2834,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2835000,2835,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2835000,2835,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2835000,2835,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2835000,2835,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2836000,2836,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2836000,2836,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2836000,2836,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2836000,2836,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2837000,2837,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2837000,2837,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2837000,2837,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2837000,2837,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2838000,2838,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2838000,2838,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2838000,2838,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2838000,2838,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2839000,2839,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2839000,2839,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2839000,2839,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2839000,2839,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2840000,2840,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2840000,2840,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2840000,2840,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2840000,2840,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2841000,2841,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2841000,2841,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2841000,2841,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2841000,2841,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2842000,2842,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2842000,2842,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2842000,2842,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2842000,2842,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2843000,2843,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2843000,2843,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2843000,2843,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2843000,2843,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2844000,2844,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2844000,2844,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2844000,2844,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2844000,2844,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2845000,2845,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2845000,2845,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2845000,2845,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2845000,2845,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2846000,2846,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2846000,2846,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2846000,2846,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2846000,2846,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2847000,2847,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2847000,2847,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2847000,2847,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2847000,2847,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2848000,2848,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2848000,2848,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2848000,2848,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2848000,2848,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2849000,2849,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2849000,2849,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2849000,2849,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2849000,2849,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2850000,2850,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2850000,2850,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2850000,2850,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2850000,2850,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2851000,2851,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2851000,2851,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2851000,2851,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2851000,2851,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2852000,2852,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2852000,2852,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2852000,2852,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2852000,2852,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2853000,2853,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2853000,2853,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2853000,2853,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2853000,2853,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2854000,2854,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2854000,2854,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2854000,2854,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2854000,2854,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2855000,2855,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2855000,2855,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2855000,2855,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2855000,2855,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2856000,2856,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2856000,2856,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2856000,2856,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2856000,2856,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2857000,2857,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2857000,2857,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2857000,2857,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2857000,2857,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2858000,2858,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2858000,2858,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2858000,2858,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2858000,2858,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2859000,2859,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2859000,2859,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2859000,2859,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2859000,2859,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2860000,2860,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2860000,2860,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2860000,2860,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2860000,2860,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2861000,2861,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2861000,2861,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2861000,2861,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2861000,2861,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2862000,2862,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2862000,2862,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2862000,2862,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2862000,2862,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2863000,2863,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2863000,2863,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2863000,2863,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2863000,2863,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2864000,2864,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2864000,2864,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2864000,2864,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2864000,2864,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2865000,2865,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2865000,2865,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2865000,2865,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2865000,2865,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2866000,2866,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2866000,2866,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2866000,2866,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2866000,2866,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2867000,2867,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2867000,2867,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2867000,2867,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2867000,2867,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2868000,2868,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2868000,2868,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2868000,2868,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2868000,2868,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2869000,2869,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2869000,2869,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2869000,2869,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2869000,2869,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2870000,2870,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2870000,2870,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2870000,2870,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2870000,2870,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2871000,2871,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
2871000,2871,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
2871000,2871,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
2871000,2871,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
2872000,2872,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
