tick,cycle,router_id,nocname,nps_type,queue_kind,inport,vc,depth
1486000,1486,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1486000,1486,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1487000,1487,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1487000,1487,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1487000,1487,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1487000,1487,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1488000,1488,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1488000,1488,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1488000,1488,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1488000,1488,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1489000,1489,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1489000,1489,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1489000,1489,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1489000,1489,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1490000,1490,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1490000,1490,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1490000,1490,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1490000,1490,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1491000,1491,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1491000,1491,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1491000,1491,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1491000,1491,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1492000,1492,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1492000,1492,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1492000,1492,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1492000,1492,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1493000,1493,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1493000,1493,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1493000,1493,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1493000,1493,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1494000,1494,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1494000,1494,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1494000,1494,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1494000,1494,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1495000,1495,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1495000,1495,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1495000,1495,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1495000,1495,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1496000,1496,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1496000,1496,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1496000,1496,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1496000,1496,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1497000,1497,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1497000,1497,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1497000,1497,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1497000,1497,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1498000,1498,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1498000,1498,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1498000,1498,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1498000,1498,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1499000,1499,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1499000,1499,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1499000,1499,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1499000,1499,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1500000,1500,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1500000,1500,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1500000,1500,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1500000,1500,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1501000,1501,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1501000,1501,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1501000,1501,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1501000,1501,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1502000,1502,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1502000,1502,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1502000,1502,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1502000,1502,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1503000,1503,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1503000,1503,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1503000,1503,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1503000,1503,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1504000,1504,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1504000,1504,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1504000,1504,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1504000,1504,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1505000,1505,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1505000,1505,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1505000,1505,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1505000,1505,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1506000,1506,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1506000,1506,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1506000,1506,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1506000,1506,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1507000,1507,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1507000,1507,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1507000,1507,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1507000,1507,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1508000,1508,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1508000,1508,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1508000,1508,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1508000,1508,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1509000,1509,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1509000,1509,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1509000,1509,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1509000,1509,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1510000,1510,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1510000,1510,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1510000,1510,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1510000,1510,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1511000,1511,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1511000,1511,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1511000,1511,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1511000,1511,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1512000,1512,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1512000,1512,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1512000,1512,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1512000,1512,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1513000,1513,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1513000,1513,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1513000,1513,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1513000,1513,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1514000,1514,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1514000,1514,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1514000,1514,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1514000,1514,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1515000,1515,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1515000,1515,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1515000,1515,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1515000,1515,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1516000,1516,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1516000,1516,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1516000,1516,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1516000,1516,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1517000,1517,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1517000,1517,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1517000,1517,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1517000,1517,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1518000,1518,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1518000,1518,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1518000,1518,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1518000,1518,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1519000,1519,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1519000,1519,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1519000,1519,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1519000,1519,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1520000,1520,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1520000,1520,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1520000,1520,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1520000,1520,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1521000,1521,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1521000,1521,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1521000,1521,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1521000,1521,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1522000,1522,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1522000,1522,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1522000,1522,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1522000,1522,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1523000,1523,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1523000,1523,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1523000,1523,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1523000,1523,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1524000,1524,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1524000,1524,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1524000,1524,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1524000,1524,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1525000,1525,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1525000,1525,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1525000,1525,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1525000,1525,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1526000,1526,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1526000,1526,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1526000,1526,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1526000,1526,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1527000,1527,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1527000,1527,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1527000,1527,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1527000,1527,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1528000,1528,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1528000,1528,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1528000,1528,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1528000,1528,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1529000,1529,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1529000,1529,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1529000,1529,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1529000,1529,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1530000,1530,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1530000,1530,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1530000,1530,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1530000,1530,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1531000,1531,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1531000,1531,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1531000,1531,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1531000,1531,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1532000,1532,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1532000,1532,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1532000,1532,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1532000,1532,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1533000,1533,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1533000,1533,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1533000,1533,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1533000,1533,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1534000,1534,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1534000,1534,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1534000,1534,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1534000,1534,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1535000,1535,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1535000,1535,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1535000,1535,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1535000,1535,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1536000,1536,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1536000,1536,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1536000,1536,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1536000,1536,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1537000,1537,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1537000,1537,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1537000,1537,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1537000,1537,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1538000,1538,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1538000,1538,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1538000,1538,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1538000,1538,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1539000,1539,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1539000,1539,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1539000,1539,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1539000,1539,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1540000,1540,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1540000,1540,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1540000,1540,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1540000,1540,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1541000,1541,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1541000,1541,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1541000,1541,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1541000,1541,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1542000,1542,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1542000,1542,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1542000,1542,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1542000,1542,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1543000,1543,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1543000,1543,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1543000,1543,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1543000,1543,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1544000,1544,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1544000,1544,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1544000,1544,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1544000,1544,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1545000,1545,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1545000,1545,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1545000,1545,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1545000,1545,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1546000,1546,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1546000,1546,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1546000,1546,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1546000,1546,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1547000,1547,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1547000,1547,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1547000,1547,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1547000,1547,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1548000,1548,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1548000,1548,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1548000,1548,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1548000,1548,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1549000,1549,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1549000,1549,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1549000,1549,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1549000,1549,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1550000,1550,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1550000,1550,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1550000,1550,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1550000,1550,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1551000,1551,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1551000,1551,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1551000,1551,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1551000,1551,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1552000,1552,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1552000,1552,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1552000,1552,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1552000,1552,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1553000,1553,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1553000,1553,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1553000,1553,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1553000,1553,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1554000,1554,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1554000,1554,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1554000,1554,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1554000,1554,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1555000,1555,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1555000,1555,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1555000,1555,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1555000,1555,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1556000,1556,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1556000,1556,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1556000,1556,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1556000,1556,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1557000,1557,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1557000,1557,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1557000,1557,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1557000,1557,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1558000,1558,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1558000,1558,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1558000,1558,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1558000,1558,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1559000,1559,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1559000,1559,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1559000,1559,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1559000,1559,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1560000,1560,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1560000,1560,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1560000,1560,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1560000,1560,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1561000,1561,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1561000,1561,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1561000,1561,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1561000,1561,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1562000,1562,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1562000,1562,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1562000,1562,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1562000,1562,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1563000,1563,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1563000,1563,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1563000,1563,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1563000,1563,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1564000,1564,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1564000,1564,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1564000,1564,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1564000,1564,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1565000,1565,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1565000,1565,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1565000,1565,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
1565000,1565,1,NOC_NPS_VNOC_X3Y0,VNOC,data_vc,1,5,1
1566000,1566,0,NOC_NPS_VNOC_X3Y1,VNOC,credit,0,-1,1
1566000,1566,0,NOC_NPS_VNOC_X3Y1,VNOC,data_vc,0,5,1
1566000,1566,1,NOC_NPS_VNOC_X3Y0,VNOC,credit,1,-1,1
