Source,Target,SourcePort,TargetPort,Channel
NOC_NPS7575_X6Y0,NOC_NPP_RPTR_X2Y0,port0_in,port0_out,1369
NOC_NPP_RPTR_X2Y1,NOC_NPS7575_X6Y1,port1_in,port0_out,1376
NOC_NPS7575_X6Y1,NOC_NPP_RPTR_X2Y1,port0_in,port0_out,1371
NOC_NPP_RPTR_X2Y14,NOC_NPS7575_X6Y6,port1_out,port2_in,842
NOC_NPS7575_X6Y6,NOC_NPP_RPTR_X2Y14,port2_out,port0_in,834
NOC_NPP_RPTR_X2Y14,NOC_NCRB_SSIT_X3Y7,port1_in,port0_out,848
NOC_NPP_RPTR_X2Y14,NOC_NCRB_SSIT_X3Y6,port0_out,port0_in,843
NOC_NPP_RPTR_X2Y15,NOC_NPS7575_X6Y7,port1_out,port2_in,844
NOC_NPS7575_X6Y7,NOC_NPP_RPTR_X2Y15,port2_out,port0_in,838
NOC_NPP_RPTR_X2Y15,NOC_NCRB_SSIT_X3Y6,port0_out,port1_in,845
NOC_NPP_RPTR_X2Y15,NOC_NCRB_SSIT_X3Y7,port1_in,port1_out,849
NOC_NCRB_SSIT_X3Y6,NOC_NPP_RPTR_X3Y13,port1_out,port0_in,847
NOC_NCRB_SSIT_X3Y6,NOC_NPP_RPTR_X3Y12,port0_out,port0_in,846
NOC_NCRB_SSIT_X3Y7,NOC_NPP_RPTR_X3Y13,port1_in,port1_out,854
NOC_NCRB_SSIT_X3Y7,NOC_NPP_RPTR_X3Y12,port0_in,port1_out,852
NOC_NPP_RPTR_X3Y12,NOC_NPS7575_X7Y6,port1_in,port0_out,856
NOC_NPS7575_X7Y6,NOC_NPP_RPTR_X3Y12,port0_in,port0_out,853
NOC_NPP_RPTR_X3Y13,NOC_NPS7575_X7Y7,port1_in,port0_out,860
NOC_NPS7575_X7Y7,NOC_NPP_RPTR_X3Y13,port0_in,port0_out,855
NOC_NPP_RPTR_X2Y10,NOC_NPS7575_X6Y4,port1_out,port2_in,938
NOC_NPS7575_X6Y4,NOC_NPP_RPTR_X2Y10,port2_out,port0_in,930
NOC_NPP_RPTR_X2Y11,NOC_NPS7575_X6Y5,port1_out,port2_in,940
NOC_NPS7575_X6Y5,NOC_NPP_RPTR_X2Y11,port2_out,port0_in,934
NOC_NPP_RPTR_X2Y10,NOC_NCRB_SSIT_X6Y5,port0_out,port0_in,939
NOC_NPP_RPTR_X2Y10,NOC_NCRB_SSIT_X6Y4,port1_in,port0_out,942
NOC_NPP_RPTR_X2Y11,NOC_NCRB_SSIT_X6Y4,port1_in,port1_out,943
NOC_NPP_RPTR_X2Y11,NOC_NCRB_SSIT_X6Y5,port0_out,port1_in,941
NOC_NCRB_SSIT_X6Y5,NOC_NPP_RPTR_X3Y8,port0_out,port0_in,944
NOC_NCRB_SSIT_X6Y5,NOC_NPP_RPTR_X3Y9,port1_out,port0_in,945
NOC_NCRB_SSIT_X6Y4,NOC_NPP_RPTR_X3Y8,port0_in,port1_out,948
NOC_NCRB_SSIT_X6Y4,NOC_NPP_RPTR_X3Y9,port1_in,port1_out,950
NOC_NPP_RPTR_X3Y8,NOC_NPS7575_X7Y4,port1_in,port0_out,952
NOC_NPS7575_X7Y4,NOC_NPP_RPTR_X3Y8,port0_in,port0_out,949
NOC_NPP_RPTR_X3Y9,NOC_NPS7575_X7Y5,port1_in,port0_out,956
NOC_NPS7575_X7Y5,NOC_NPP_RPTR_X3Y9,port0_in,port0_out,951
NOC_NCRB_SSIT_X4Y7,NOC_NPP_RPTR_X3Y14,port0_out,port1_in,870
NOC_NCRB_SSIT_X4Y7,NOC_NPP_RPTR_X3Y15,port1_out,port1_in,871
NOC_NCRB_SSIT_X4Y6,NOC_NPP_RPTR_X3Y14,port0_in,port0_out,867
NOC_NCRB_SSIT_X4Y6,NOC_NPP_RPTR_X3Y15,port1_in,port0_out,869
NOC_NPP_RPTR_X3Y14,NOC_NPS7575_X7Y6,port1_out,port2_in,866
NOC_NPS7575_X7Y6,NOC_NPP_RPTR_X3Y14,port2_out,port0_in,858
NOC_NPP_RPTR_X3Y15,NOC_NPS7575_X7Y7,port1_out,port2_in,868
NOC_NPS7575_X7Y7,NOC_NPP_RPTR_X3Y15,port2_out,port0_in,862
NOC_NCRB_SSIT_X7Y3,NOC_NPP_RPTR_X3Y6,port0_out,port1_in,1314
NOC_NCRB_SSIT_X7Y3,NOC_NPP_RPTR_X3Y7,port1_out,port1_in,1315
NOC_NCRB_SSIT_X7Y2,NOC_NPP_RPTR_X3Y6,port0_in,port0_out,1311
NOC_NCRB_SSIT_X7Y2,NOC_NPP_RPTR_X3Y7,port1_in,port0_out,1313
NOC_NPP_RPTR_X3Y6,NOC_NPS7575_X7Y2,port1_out,port2_in,1310
NOC_NPS7575_X7Y2,NOC_NPP_RPTR_X3Y6,port2_out,port0_in,1302
NOC_NPP_RPTR_X3Y7,NOC_NPS7575_X7Y3,port1_out,port2_in,1312
NOC_NPS7575_X7Y3,NOC_NPP_RPTR_X3Y7,port2_out,port0_in,1306
NOC_NPP_RPTR_X2Y6,NOC_NPS7575_X6Y2,port1_out,port2_in,1286
NOC_NPS7575_X6Y2,NOC_NPP_RPTR_X2Y6,port2_out,port0_in,1278
NOC_NPP_RPTR_X2Y6,NOC_NCRB_SSIT_X5Y3,port1_in,port0_out,1292
NOC_NPP_RPTR_X2Y6,NOC_NCRB_SSIT_X5Y2,port0_out,port0_in,1287
NOC_NPP_RPTR_X2Y7,NOC_NPS7575_X6Y3,port1_out,port2_in,1288
NOC_NPS7575_X6Y3,NOC_NPP_RPTR_X2Y7,port2_out,port0_in,1282
NOC_NPP_RPTR_X2Y7,NOC_NCRB_SSIT_X5Y2,port0_out,port1_in,1289
NOC_NPP_RPTR_X2Y7,NOC_NCRB_SSIT_X5Y3,port1_in,port1_out,1293
NOC_NCRB_SSIT_X5Y2,NOC_NPP_RPTR_X3Y5,port1_out,port0_in,1291
NOC_NCRB_SSIT_X5Y2,NOC_NPP_RPTR_X3Y4,port0_out,port0_in,1290
NOC_NCRB_SSIT_X5Y3,NOC_NPP_RPTR_X3Y4,port0_in,port1_out,1296
NOC_NCRB_SSIT_X5Y3,NOC_NPP_RPTR_X3Y5,port1_in,port1_out,1298
NOC_NPP_RPTR_X3Y4,NOC_NPS7575_X7Y2,port1_in,port0_out,1300
NOC_NPS7575_X7Y2,NOC_NPP_RPTR_X3Y4,port0_in,port0_out,1297
NOC_NPP_RPTR_X3Y5,NOC_NPS7575_X7Y3,port1_in,port0_out,1304
NOC_NPS7575_X7Y3,NOC_NPP_RPTR_X3Y5,port0_in,port0_out,1299
NOC_NPP_RPTR_X3Y0,NOC_NPS7575_X7Y0,port1_in,port0_out,1396
NOC_NPS7575_X7Y0,NOC_NPP_RPTR_X3Y0,port0_in,port0_out,1393
NOC_NPP_RPTR_X3Y0,NOC_NCRB_SSIT_X3Y0,port1_out,port0_in,1392
NOC_NPP_RPTR_X3Y0,NOC_NCRB_SSIT_X3Y1,port0_in,port0_out,1388
NOC_NPP_RPTR_X3Y1,NOC_NPS7575_X7Y1,port1_in,port0_out,1400
NOC_NPS7575_X7Y1,NOC_NPP_RPTR_X3Y1,port0_in,port0_out,1395
NOC_NPP_RPTR_X3Y1,NOC_NCRB_SSIT_X3Y0,port1_out,port1_in,1394
NOC_NPP_RPTR_X3Y1,NOC_NCRB_SSIT_X3Y1,port0_in,port1_out,1389
NOC_NCRB_SSIT_X3Y1,NOC_NPP_RPTR_X2Y2,port0_in,port0_out,1383
NOC_NCRB_SSIT_X3Y1,NOC_NPP_RPTR_X2Y3,port1_in,port0_out,1385
NOC_NCRB_SSIT_X3Y0,NOC_NPP_RPTR_X2Y2,port0_out,port1_in,1386
NOC_NCRB_SSIT_X3Y0,NOC_NPP_RPTR_X2Y3,port1_out,port1_in,1387
NOC_NPP_RPTR_X2Y2,NOC_NPS7575_X6Y0,port1_out,port2_in,1382
NOC_NPS7575_X6Y0,NOC_NPP_RPTR_X2Y2,port2_out,port0_in,1374
NOC_NPP_RPTR_X2Y3,NOC_NPS7575_X6Y1,port1_out,port2_in,1384
NOC_NPS7575_X6Y1,NOC_NPP_RPTR_X2Y3,port2_out,port0_in,1378
NOC_NPS5555_X16Y2,NOC_NPS5555_X16Y1,port1_in,port3_out,1858
NOC_NPS5555_X16Y1,NOC_NPS5555_X16Y2,port3_in,port1_out,1860
NOC_NPS5555_X16Y2,NOC_NPS5555_X18Y2,port2_in,port0_out,1878
NOC_NPS5555_X18Y2,NOC_NPS5555_X16Y2,port0_in,port2_out,1861
NOC_NPS5555_X17Y2,NOC_NPS5555_X15Y2,port0_out,port2_in,1869
NOC_NPS5555_X15Y2,NOC_NPS5555_X17Y2,port2_out,port0_in,1850
NOC_NPS5555_X17Y2,NOC_NPS5555_X17Y1,port1_in,port3_out,1868
NOC_NPS5555_X17Y1,NOC_NPS5555_X17Y2,port3_in,port1_out,1870
NOC_NPS5555_X17Y2,NOC_NPS5555_X19Y2,port2_in,port0_out,1887
NOC_NPS5555_X17Y2,NOC_NPS5555_X19Y2,port2_out,port0_in,1871
NOC_NPS5555_X16Y1,NOC_NPS5555_X17Y1,port2_out,port0_in,1857
NOC_NPS5555_X16Y1,NOC_NPS5555_X17Y1,port2_in,port0_out,1865
NOC_NPS5555_X16Y1,NOC_NPS5555_X16Y0,port1_in,port3_out,1854
NOC_NPS5555_X16Y1,NOC_NPS5555_X16Y0,port1_out,port3_in,1856
NOC_NPS5555_X16Y1,NOC_NPS_VNOC_X2Y1,port0_in,port2_out,1662
NOC_NPS_VNOC_X2Y1,NOC_NPS5555_X16Y1,port2_in,port0_out,1855
NOC_NPS5555_X17Y1,NOC_NPS5555_X17Y0,port1_in,port3_out,1864
NOC_NPS5555_X17Y1,NOC_NPS5555_X17Y0,port1_out,port3_in,1866
NOC_NPS5555_X17Y1,NOC_NPS_VNOC_X2Y0,port2_in,port0_out,1676
NOC_NPS_VNOC_X2Y0,NOC_NPS5555_X17Y1,port0_in,port2_out,1867
NOC_NPS5555_X16Y0,NOC_NPS5555_X18Y0,port2_in,port0_out,1872
NOC_NPS5555_X18Y0,NOC_NPS5555_X16Y0,port0_in,port2_out,1853
NOC_NPS5555_X17Y0,NOC_NPS5555_X15Y0,port0_in,port2_out,1843
NOC_NPS5555_X15Y0,NOC_NPS5555_X17Y0,port2_in,port0_out,1862
NOC_NPS5555_X17Y0,NOC_NPS5555_X19Y0,port2_in,port0_out,1881
NOC_NPS5555_X17Y0,NOC_NPS5555_X19Y0,port2_out,port0_in,1863
NOC_NPS5555_X21Y0,NOC_NPS5555_X23Y0,port2_in,port0_out,1922
NOC_NPS5555_X23Y0,NOC_NPS5555_X21Y0,port0_in,port2_out,1903
NOC_NPS5555_X21Y0,NOC_NPS5555_X21Y1,port3_out,port1_in,1904
NOC_NPS5555_X21Y0,NOC_NPS5555_X21Y1,port3_in,port1_out,1906
NOC_NPS5555_X21Y0,DDRMC_X3Y0,port1_out,Port3_req,1902
DDRMC_X3Y0,NOC_NPS5555_X21Y0,Port3_resp,port1_in,1961
NOC_NPS5555_X20Y0,NOC_NPS5555_X22Y0,port2_in,port0_out,1912
NOC_NPS5555_X22Y0,NOC_NPS5555_X20Y0,port0_in,port2_out,1892
NOC_NPS5555_X20Y0,NOC_NPS5555_X20Y1,port3_out,port1_in,1893
NOC_NPS5555_X20Y0,NOC_NPS5555_X20Y1,port3_in,port1_out,1894
DDRMC_X3Y0,NOC_NPS5555_X20Y0,Port0_req,port1_out,1891
NOC_NPS5555_X20Y0,DDRMC_X3Y0,port1_in,Port0_resp,1958
NOC_NPS5555_X21Y1,NOC_NPS5555_X20Y1,port0_out,port2_in,1905
NOC_NPS5555_X21Y1,NOC_NPS5555_X20Y1,port0_in,port2_out,1895
NOC_NPS5555_X21Y1,NOC_NPS5555_X21Y2,port3_out,port1_in,1907
NOC_NPS5555_X21Y1,NOC_NPS5555_X21Y2,port3_in,port1_out,1909
NOC_NPS5555_X20Y1,NOC_NPS5555_X20Y2,port3_out,port1_in,1896
NOC_NPS5555_X20Y1,NOC_NPS5555_X20Y2,port3_in,port1_out,1898
NOC_NPS5555_X21Y2,NOC_NPS5555_X19Y2,port0_out,port2_in,1908
NOC_NPS5555_X19Y2,NOC_NPS5555_X21Y2,port2_out,port0_in,1889
NOC_NPS5555_X21Y2,NOC_NPS5555_X23Y2,port2_in,port0_out,1929
NOC_NPS5555_X23Y2,NOC_NPS5555_X21Y2,port0_in,port2_out,1910
NOC_NPS5555_X21Y2,DDRMC_X3Y0,port3_out,Port2_req,1911
DDRMC_X3Y0,NOC_NPS5555_X21Y2,Port2_resp,port3_in,1960
NOC_NPS5555_X20Y2,NOC_NPS5555_X18Y2,port0_out,port2_in,1897
NOC_NPS5555_X18Y2,NOC_NPS5555_X20Y2,port2_out,port0_in,1880
NOC_NPS5555_X20Y2,NOC_NPS5555_X22Y2,port2_in,port0_out,1919
NOC_NPS5555_X20Y2,NOC_NPS5555_X22Y2,port2_out,port0_in,1899
NOC_NPS5555_X20Y2,DDRMC_X3Y0,port3_out,Port1_req,1900
DDRMC_X3Y0,NOC_NPS5555_X20Y2,Port1_resp,port3_in,1959
NOC_NPS5555_X19Y0,NOC_NPS5555_X19Y1,port3_out,port1_in,1883
NOC_NPS5555_X19Y0,NOC_NPS5555_X19Y1,port3_in,port1_out,1885
NOC_NPS5555_X19Y1,NOC_NPS5555_X18Y1,port0_out,port2_in,1884
NOC_NPS5555_X19Y1,NOC_NPS5555_X18Y1,port0_in,port2_out,1876
NOC_NPS5555_X18Y0,NOC_NPS5555_X18Y1,port3_out,port1_in,1874
NOC_NPS5555_X18Y0,NOC_NPS5555_X18Y1,port3_in,port1_out,1875
NOC_NPS5555_X19Y1,NOC_NPS5555_X19Y2,port3_out,port1_in,1886
NOC_NPS5555_X19Y1,NOC_NPS5555_X19Y2,port3_in,port1_out,1888
NOC_NPS5555_X18Y1,NOC_NPS5555_X18Y2,port3_out,port1_in,1877
NOC_NPS5555_X18Y1,NOC_NPS5555_X18Y2,port3_in,port1_out,1879
NOC_NPS_VNOC_X3Y1,NOC_NPS5555_X22Y1,port2_out,port0_in,1666
NOC_NPS5555_X22Y1,NOC_NPS_VNOC_X3Y1,port0_out,port2_in,1915
NOC_NPS_VNOC_X3Y0,NOC_NPS5555_X23Y1,port0_out,port2_in,1680
NOC_NPS5555_X23Y1,NOC_NPS_VNOC_X3Y0,port2_out,port0_in,1927
NOC_NPS5555_X23Y0,NOC_NPS5555_X25Y0,port2_in,port0_out,1939
NOC_NPS5555_X25Y0,NOC_NPS5555_X23Y0,port0_in,port2_out,1923
NOC_NPS5555_X23Y0,NOC_NPS5555_X23Y1,port3_out,port1_in,1924
NOC_NPS5555_X23Y0,NOC_NPS5555_X23Y1,port3_in,port1_out,1926
NOC_NPS5555_X22Y0,NOC_NPS5555_X22Y1,port3_out,port1_in,1914
NOC_NPS5555_X22Y0,NOC_NPS5555_X22Y1,port3_in,port1_out,1916
NOC_NPS5555_X22Y1,NOC_NPS5555_X23Y1,port2_out,port0_in,1917
NOC_NPS5555_X22Y1,NOC_NPS5555_X23Y1,port2_in,port0_out,1925
NOC_NPS5555_X22Y0,NOC_NPS5555_X24Y0,port2_in,port0_out,1932
NOC_NPS5555_X24Y0,NOC_NPS5555_X22Y0,port0_in,port2_out,1913
NOC_NPS5555_X22Y1,NOC_NPS5555_X22Y2,port3_out,port1_in,1918
NOC_NPS5555_X22Y1,NOC_NPS5555_X22Y2,port3_in,port1_out,1920
NOC_NPS5555_X23Y1,NOC_NPS5555_X23Y2,port3_out,port1_in,1928
NOC_NPS5555_X23Y1,NOC_NPS5555_X23Y2,port3_in,port1_out,1930
NOC_NPS5555_X23Y2,NOC_NPS5555_X25Y2,port2_in,port0_out,1944
NOC_NPS5555_X25Y2,NOC_NPS5555_X23Y2,port0_in,port2_out,1931
NOC_NPS5555_X22Y2,NOC_NPS5555_X24Y2,port2_in,port0_out,1937
NOC_NPS5555_X24Y2,NOC_NPS5555_X22Y2,port0_in,port2_out,1921
NOC_NPS5555_X25Y0,NOC_NPS5555_X25Y1,port3_out,port1_in,1940
NOC_NPS5555_X25Y0,NOC_NPS5555_X25Y1,port3_in,port1_out,1942
NOC_NPS5555_X24Y0,NOC_NPS5555_X24Y1,port3_out,port1_in,1933
NOC_NPS5555_X24Y0,NOC_NPS5555_X24Y1,port3_in,port1_out,1934
NOC_NPS5555_X24Y1,NOC_NPS5555_X25Y1,port2_in,port0_out,1941
NOC_NPS5555_X25Y1,NOC_NPS5555_X24Y1,port0_in,port2_out,1935
NOC_NPS5555_X25Y1,NOC_NPS5555_X25Y2,port3_out,port1_in,1943
NOC_NPS5555_X25Y1,NOC_NPS5555_X25Y2,port3_in,port1_out,1945
NOC_NPS5555_X24Y1,NOC_NPS5555_X24Y2,port3_out,port1_in,1936
NOC_NPS5555_X24Y1,NOC_NPS5555_X24Y2,port3_in,port1_out,1938
NOC_NMU_HBM2E_X10Y0,NOC_NPS6_X1Y1,resp_in,port1_out,235
NOC_NPS6_X1Y1,NOC_NMU_HBM2E_X10Y0,port1_in,req_out,450
NOC_NMU_HBM2E_X11Y0,NOC_NPS6_X1Y1,req_out,port2_in,451
NOC_NMU_HBM2E_X11Y0,NOC_NPS6_X1Y1,resp_in,port2_out,236
NOC_NMU_HBM2E_X8Y0,NOC_NPS6_X1Y0,resp_in,port1_out,229
NOC_NMU_HBM2E_X8Y0,NOC_NPS6_X1Y0,req_out,port1_in,448
NOC_NMU_HBM2E_X9Y0,NOC_NPS6_X1Y0,resp_in,port2_out,230
NOC_NMU_HBM2E_X9Y0,NOC_NPS6_X1Y0,req_out,port2_in,449
NOC_NMU_HBM2E_X12Y0,NOC_NPS6_X1Y2,resp_in,port1_out,241
NOC_NMU_HBM2E_X12Y0,NOC_NPS6_X1Y2,req_out,port1_in,452
NOC_NMU_HBM2E_X13Y0,NOC_NPS6_X1Y2,resp_in,port2_out,242
NOC_NMU_HBM2E_X13Y0,NOC_NPS6_X1Y2,req_out,port2_in,453
NOC_NMU_HBM2E_X14Y0,NOC_NPS6_X1Y3,resp_in,port1_out,247
NOC_NMU_HBM2E_X14Y0,NOC_NPS6_X1Y3,req_out,port1_in,454
NOC_NMU_HBM2E_X15Y0,NOC_NPS6_X1Y3,resp_in,port2_out,248
NOC_NMU_HBM2E_X15Y0,NOC_NPS6_X1Y3,req_out,port2_in,455
NOC_NMU_HBM2E_X19Y0,NOC_NPS6_X2Y1,resp_in,port2_out,260
NOC_NMU_HBM2E_X19Y0,NOC_NPS6_X2Y1,req_out,port2_in,459
NOC_NMU_HBM2E_X18Y0,NOC_NPS6_X2Y1,resp_in,port1_out,259
NOC_NMU_HBM2E_X18Y0,NOC_NPS6_X2Y1,req_out,port1_in,458
NOC_NMU_HBM2E_X17Y0,NOC_NPS6_X2Y0,resp_in,port2_out,254
NOC_NMU_HBM2E_X17Y0,NOC_NPS6_X2Y0,req_out,port2_in,457
NOC_NMU_HBM2E_X16Y0,NOC_NPS6_X2Y0,resp_in,port1_out,253
NOC_NMU_HBM2E_X16Y0,NOC_NPS6_X2Y0,req_out,port1_in,456
NOC_NMU_HBM2E_X20Y0,NOC_NPS6_X2Y2,resp_in,port1_out,265
NOC_NMU_HBM2E_X20Y0,NOC_NPS6_X2Y2,req_out,port1_in,460
NOC_NMU_HBM2E_X21Y0,NOC_NPS6_X2Y2,resp_in,port2_out,266
NOC_NMU_HBM2E_X21Y0,NOC_NPS6_X2Y2,req_out,port2_in,461
NOC_NMU_HBM2E_X22Y0,NOC_NPS6_X2Y3,resp_in,port1_out,271
NOC_NMU_HBM2E_X22Y0,NOC_NPS6_X2Y3,req_out,port1_in,462
NOC_NMU_HBM2E_X23Y0,NOC_NPS6_X2Y3,resp_in,port2_out,272
NOC_NMU_HBM2E_X23Y0,NOC_NPS6_X2Y3,req_out,port2_in,463
NOC_NMU_HBM2E_X27Y0,NOC_NPS6_X3Y1,resp_in,port2_out,300
NOC_NMU_HBM2E_X27Y0,NOC_NPS6_X3Y1,req_out,port2_in,467
NOC_NMU_HBM2E_X26Y0,NOC_NPS6_X3Y1,resp_in,port1_out,299
NOC_NMU_HBM2E_X26Y0,NOC_NPS6_X3Y1,req_out,port1_in,466
NOC_NMU_HBM2E_X25Y0,NOC_NPS6_X3Y0,resp_in,port2_out,294
NOC_NMU_HBM2E_X25Y0,NOC_NPS6_X3Y0,req_out,port2_in,465
NOC_NMU_HBM2E_X24Y0,NOC_NPS6_X3Y0,resp_in,port1_out,293
NOC_NMU_HBM2E_X24Y0,NOC_NPS6_X3Y0,req_out,port1_in,464
NOC_NMU_HBM2E_X28Y0,NOC_NPS6_X3Y2,resp_in,port1_out,305
NOC_NMU_HBM2E_X28Y0,NOC_NPS6_X3Y2,req_out,port1_in,468
NOC_NMU_HBM2E_X29Y0,NOC_NPS6_X3Y2,resp_in,port2_out,306
NOC_NMU_HBM2E_X29Y0,NOC_NPS6_X3Y2,req_out,port2_in,469
NOC_NMU_HBM2E_X30Y0,NOC_NPS6_X3Y3,resp_in,port1_out,311
NOC_NMU_HBM2E_X30Y0,NOC_NPS6_X3Y3,req_out,port1_in,470
NOC_NMU_HBM2E_X31Y0,NOC_NPS6_X3Y3,resp_in,port2_out,312
NOC_NMU_HBM2E_X31Y0,NOC_NPS6_X3Y3,req_out,port2_in,471
NOC_NMU_HBM2E_X35Y0,NOC_NPS6_X4Y1,resp_in,port2_out,324
NOC_NMU_HBM2E_X35Y0,NOC_NPS6_X4Y1,req_out,port2_in,475
NOC_NMU_HBM2E_X34Y0,NOC_NPS6_X4Y1,resp_in,port1_out,323
NOC_NMU_HBM2E_X34Y0,NOC_NPS6_X4Y1,req_out,port1_in,474
NOC_NMU_HBM2E_X33Y0,NOC_NPS6_X4Y0,resp_in,port2_out,318
NOC_NPS6_X4Y0,NOC_NMU_HBM2E_X33Y0,port2_in,req_out,473
NOC_NMU_HBM2E_X32Y0,NOC_NPS6_X4Y0,resp_in,port1_out,317
NOC_NPS6_X4Y0,NOC_NMU_HBM2E_X32Y0,port1_in,req_out,472
NOC_NMU_HBM2E_X37Y0,NOC_NPS6_X4Y2,resp_in,port2_out,330
NOC_NMU_HBM2E_X37Y0,NOC_NPS6_X4Y2,req_out,port2_in,477
NOC_NMU_HBM2E_X36Y0,NOC_NPS6_X4Y2,resp_in,port1_out,329
NOC_NMU_HBM2E_X36Y0,NOC_NPS6_X4Y2,req_out,port1_in,476
NOC_NMU_HBM2E_X39Y0,NOC_NPS6_X4Y3,resp_in,port2_out,336
NOC_NMU_HBM2E_X39Y0,NOC_NPS6_X4Y3,req_out,port2_in,479
NOC_NMU_HBM2E_X38Y0,NOC_NPS6_X4Y3,resp_in,port1_out,335
NOC_NMU_HBM2E_X38Y0,NOC_NPS6_X4Y3,req_out,port1_in,478
NOC_NMU_HBM2E_X43Y0,NOC_NPS6_X5Y1,resp_in,port2_out,364
NOC_NMU_HBM2E_X43Y0,NOC_NPS6_X5Y1,req_out,port2_in,483
NOC_NMU_HBM2E_X42Y0,NOC_NPS6_X5Y1,resp_in,port1_out,363
NOC_NMU_HBM2E_X42Y0,NOC_NPS6_X5Y1,req_out,port1_in,482
NOC_NMU_HBM2E_X41Y0,NOC_NPS6_X5Y0,resp_in,port2_out,358
NOC_NMU_HBM2E_X41Y0,NOC_NPS6_X5Y0,req_out,port2_in,481
NOC_NMU_HBM2E_X40Y0,NOC_NPS6_X5Y0,resp_in,port1_out,357
NOC_NMU_HBM2E_X40Y0,NOC_NPS6_X5Y0,req_out,port1_in,480
NOC_NMU_HBM2E_X44Y0,NOC_NPS6_X5Y2,resp_in,port1_out,369
NOC_NMU_HBM2E_X44Y0,NOC_NPS6_X5Y2,req_out,port1_in,484
NOC_NMU_HBM2E_X45Y0,NOC_NPS6_X5Y2,resp_in,port2_out,370
NOC_NMU_HBM2E_X45Y0,NOC_NPS6_X5Y2,req_out,port2_in,485
NOC_NMU_HBM2E_X46Y0,NOC_NPS6_X5Y3,resp_in,port1_out,375
NOC_NMU_HBM2E_X46Y0,NOC_NPS6_X5Y3,req_out,port1_in,486
NOC_NMU_HBM2E_X47Y0,NOC_NPS6_X5Y3,resp_in,port2_out,376
NOC_NMU_HBM2E_X47Y0,NOC_NPS6_X5Y3,req_out,port2_in,487
NOC_NMU_HBM2E_X51Y0,NOC_NPS6_X6Y1,resp_in,port2_out,388
NOC_NMU_HBM2E_X51Y0,NOC_NPS6_X6Y1,req_out,port2_in,491
NOC_NMU_HBM2E_X50Y0,NOC_NPS6_X6Y1,resp_in,port1_out,387
NOC_NMU_HBM2E_X50Y0,NOC_NPS6_X6Y1,req_out,port1_in,490
NOC_NMU_HBM2E_X49Y0,NOC_NPS6_X6Y0,resp_in,port2_out,382
NOC_NMU_HBM2E_X49Y0,NOC_NPS6_X6Y0,req_out,port2_in,489
NOC_NMU_HBM2E_X48Y0,NOC_NPS6_X6Y0,resp_in,port1_out,381
NOC_NMU_HBM2E_X48Y0,NOC_NPS6_X6Y0,req_out,port1_in,488
NOC_NMU_HBM2E_X52Y0,NOC_NPS6_X6Y2,resp_in,port1_out,393
NOC_NMU_HBM2E_X52Y0,NOC_NPS6_X6Y2,req_out,port1_in,492
NOC_NMU_HBM2E_X53Y0,NOC_NPS6_X6Y2,resp_in,port2_out,394
NOC_NMU_HBM2E_X53Y0,NOC_NPS6_X6Y2,req_out,port2_in,493
NOC_NMU_HBM2E_X54Y0,NOC_NPS6_X6Y3,resp_in,port1_out,399
NOC_NMU_HBM2E_X54Y0,NOC_NPS6_X6Y3,req_out,port1_in,494
NOC_NMU_HBM2E_X55Y0,NOC_NPS6_X6Y3,resp_in,port2_out,400
NOC_NMU_HBM2E_X55Y0,NOC_NPS6_X6Y3,req_out,port2_in,495
NOC_NMU_HBM2E_X59Y0,NOC_NPS6_X7Y1,resp_in,port2_out,427
NOC_NMU_HBM2E_X59Y0,NOC_NPS6_X7Y1,req_out,port2_in,499
NOC_NMU_HBM2E_X58Y0,NOC_NPS6_X7Y1,resp_in,port1_out,426
NOC_NMU_HBM2E_X58Y0,NOC_NPS6_X7Y1,req_out,port1_in,498
NOC_NMU_HBM2E_X57Y0,NOC_NPS6_X7Y0,resp_in,port2_out,422
NOC_NMU_HBM2E_X57Y0,NOC_NPS6_X7Y0,req_out,port2_in,497
NOC_NMU_HBM2E_X56Y0,NOC_NPS6_X7Y0,resp_in,port1_out,421
NOC_NMU_HBM2E_X56Y0,NOC_NPS6_X7Y0,req_out,port1_in,496
NOC_NMU_HBM2E_X60Y0,NOC_NPS6_X7Y2,resp_in,port1_out,431
NOC_NMU_HBM2E_X60Y0,NOC_NPS6_X7Y2,req_out,port1_in,500
NOC_NMU_HBM2E_X61Y0,NOC_NPS6_X7Y2,resp_in,port2_out,432
NOC_NMU_HBM2E_X61Y0,NOC_NPS6_X7Y2,req_out,port2_in,501
NOC_NMU_HBM2E_X62Y0,NOC_NPS6_X7Y3,resp_in,port1_out,436
NOC_NMU_HBM2E_X62Y0,NOC_NPS6_X7Y3,req_out,port1_in,502
NOC_NMU_HBM2E_X63Y0,NOC_NPS6_X7Y3,resp_in,port2_out,437
NOC_NMU_HBM2E_X63Y0,NOC_NPS6_X7Y3,req_out,port2_in,503
HBM_MC_X3Y0,NOC_NPS4_X1Y1,pc0_port1_in,portSideB2_out,38
HBM_MC_X3Y0,NOC_NPS4_X1Y1,pc1_port1_in,portSideB3_out,39
HBM_MC_X3Y0,NOC_NPS4_X1Y1,pc0_port1_out,portSideB2_in,45
HBM_MC_X3Y0,NOC_NPS4_X1Y1,pc1_port1_out,portSideB3_in,47
HBM_MC_X3Y0,NOC_NPS4_X1Y0,pc1_port0_out,portSideB3_in,46
